the	57212	192907
and	2724	94844
of	40271	86331
to	57884	80461
is	29823	62702
in	28456	53961
this	57406	42031
it	29906	39958
that	57196	39748
was	62187	28074
as	3733	26798
for	21949	25691
with	63181	25557
but	8485	23816
on	40506	18906
movie	38099	18812
his	26830	17562
not	39733	17213
are	3449	17135
film	21143	16971
you	64004	16586
have	25973	16523
he	26062	15633
be	5351	15470
its	29938	14299
one	40520	13627
at	3979	13517
by	8551	13243
an	2649	12712
they	57329	12221
all	2211	12019
from	22595	11860
who	62814	11695
like	33440	11188
so	52982	10778
just	30892	10406
or	40709	9977
about	1033	9921
has	25871	9882
her	26452	9857
if	28035	9173
some	53187	9131
out	40978	8785
what	62641	8356
when	62679	8200
very	61265	8127
more	37824	7992
there	57288	7862
would	63493	7405
she	51295	7233
good	24193	7213
even	19581	7207
my	38504	7046
only	40547	6917
no	39515	6749
had	25311	6666
their	57230	6632
really	46446	6611
were	62556	6599
can	8902	6578
which	62697	6447
up	60576	6411
see	50575	6320
than	57178	5925
we	62333	5663
been	5531	5486
will	62974	5417
into	29542	5363
story	54744	5355
get	23555	5347
because	5465	5262
much	38173	5218
most	37974	5105
how	27470	5099
other	40935	4964
also	2354	4905
time	57722	4876
dont	16920	4833
do	16674	4829
first	21335	4784
me	36093	4745
great	24605	4692
could	12946	4671
make	34906	4623
people	42435	4601
any	3116	4433
made	34694	4229
after	1744	4204
then	57249	4152
bad	4625	4143
think	57379	4060
many	35249	3823
him	26749	3791
never	39192	3783
being	5630	3764
too	58059	3730
two	59295	3710
little	33702	3661
films	21180	3613
where	62682	3596
well	62515	3550
way	62311	3473
watch	62230	3435
movies	38112	3404
characters	9996	3399
your	64023	3396
them	57236	3369
did	15779	3356
best	5978	3276
does	16753	3257
love	34159	3232
know	31838	3209
character	9977	3206
seen	50600	3203
these	57315	3114
ever	19596	3099
still	54573	3012
over	41115	2974
should	51669	2941
acting	1327	2901
plot	43527	2868
such	55336	2850
while	62705	2835
show	51694	2791
go	24018	2764
better	6021	2735
off	40276	2722
say	49808	2710
through	57530	2685
why	62868	2663
those	57452	2656
doesnt	16757	2623
something	53205	2606
im	28148	2596
didnt	15790	2533
makes	34917	2501
watching	62242	2500
back	4568	2487
scene	49940	2459
few	21002	2405
new	39201	2400
real	46420	2376
actually	1365	2371
man	35047	2354
life	33379	2350
every	19616	2346
find	21224	2344
scenes	49946	2329
same	49434	2300
nothing	39751	2258
going	24105	2246
another	2968	2224
look	33977	2195
cant	8987	2194
end	18767	2170
quite	45766	2164
old	40424	2158
got	24318	2149
want	62094	2134
lot	34088	2123
thats	57204	2118
thing	57372	2117
pretty	44533	2103
seems	50598	2099
years	63865	2076
before	5562	2042
actors	1353	2031
young	64011	2007
give	23807	1985
may	35842	1959
ive	29964	1928
part	41874	1927
take	56367	1923
though	57456	1915
between	6033	1912
us	60704	1902
thought	57458	1889
things	57377	1884
without	63201	1881
here	26473	1873
now	39823	1855
around	3601	1853
both	7323	1853
gets	23563	1853
saw	49786	1834
big	6162	1833
must	38440	1827
director	16037	1813
almost	2310	1805
always	2413	1785
own	41335	1781
work	63406	1774
down	17105	1774
cast	9437	1773
isnt	29875	1749
whole	62823	1740
come	11594	1711
bit	6343	1699
horror	27327	1686
hes	26554	1665
enough	18938	1660
theres	57304	1654
might	36808	1650
feel	20785	1634
probably	44698	1623
last	32625	1621
least	32877	1620
am	2424	1602
original	40819	1594
long	33945	1573
rather	46255	1562
since	52115	1555
far	20496	1536
world	63434	1527
kind	31572	1519
found	22185	1510
each	17836	1501
funny	22770	1497
fact	20269	1495
anything	3129	1490
worst	63479	1472
action	1331	1472
making	34926	1460
our	40969	1454
trying	58992	1451
comes	11616	1447
having	25986	1438
right	48185	1433
interesting	29396	1430
done	16888	1409
put	45492	1401
looks	33991	1398
believe	5677	1396
point	43654	1390
role	48569	1382
family	20424	1373
anyone	3126	1367
played	43432	1354
guy	25197	1354
series	50900	1353
main	34858	1332
wasnt	62205	1331
music	38415	1330
hard	25689	1328
goes	24089	1312
yet	63913	1310
especially	19379	1303
sure	55724	1285
script	50337	1278
performance	42518	1277
